ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5001332,F,N,Y,1,192842.85,Working,Higher education,Married,House / apartment,-22284,-9198,1,0,0,1,Security staff,3.0
5001333,F,N,Y,0,74338.3,Pensioner,Incomplete higher,Separated,House / apartment,-22114,365243,1,0,0,0,,2.0
5001334,M,N,Y,1,166960.12,Working,Incomplete higher,Married,Municipal apartment,-14956,-710,1,0,0,0,Sales staff,3.0
5001335,F,Y,Y,0,262031.99,Working,Higher education,Single / not married,House / apartment,-12558,-998,1,0,0,0,,2.0
5001336,M,Y,Y,0,151371.6,Working,Secondary / secondary special,Single / not married,House / apartment,-12536,-5685,1,0,0,0,Core staff,2.0
5001337,F,Y,N,2,214316.45,Working,Higher education,Married,House / apartment,-22089,-15432,1,0,0,0,Sales staff,3.0
5001338,M,Y,Y,0,161646.8,Working,Secondary / secondary special,Civil marriage,House / apartment,-12889,-5047,1,0,1,0,Sales staff,2.0
5001339,F,Y,Y,1,253196.06,Commercial associate,Higher education,Married,House / apartment,-15892,-4818,1,0,0,0,Cooking staff,3.0
5001340,M,Y,Y,0,154374.33,Working,Secondary / secondary special,Married,House / apartment,-19418,-11566,1,1,0,0,,2.0
5001341,M,N,N,0,175040.99,Commercial associate,Secondary / secondary special,Married,House / apartment,-11037,-531,1,0,0,0,Sales staff,2.0
5001342,M,N,Y,0,135820.99,Working,Secondary / secondary special,Widow,House / apartment,-11750,-4881,1,1,0,0,,1.0
5001343,M,Y,Y,0,115227.36,State servant,Higher education,Married,House / apartment,-13425,-2431,1,0,0,0,Laborers,2.0
5001344,M,Y,Y,0,168511.75,Working,Secondary / secondary special,Widow,House / apartment,-18184,-10006,1,0,1,0,,2.0
5001345,F,Y,N,0,173796.92,Commercial associate,Secondary / secondary special,Married,House / apartment,-20808,-9525,1,1,0,0,,2.0
5001346,F,N,Y,0,175047.65,Commercial associate,Higher education,Civil marriage,House / apartment,-16456,-9490,1,1,0,0,Laborers,2.0
5001347,F,Y,Y,0,138424.7,Working,Secondary / secondary special,Married,House / apartment,-9807,-2799,1,0,0,0,Drivers,1.0
5001348,M,Y,Y,0,138078.4,Working,Secondary / secondary special,Married,House / apartment,-14842,-7344,1,0,1,0,,1.0
5001349,F,N,N,0,154992.54,Working,Secondary / secondary special,Civil marriage,Rented apartment,-9722,-2002,1,0,0,0,Core staff,1.0
5001350,M,N,Y,0,151833.73,Working,Secondary / secondary special,Married,House / apartment,-9089,-2101,1,1,1,0,Laborers,2.0
5001351,F,N,N,0,129580.56,Working,Secondary / secondary special,Single / not married,House / apartment,-17146,-8012,1,1,0,0,Laborers,1.0
5001352,F,N,N,0,147535.6,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-23038,-2691,1,0,1,0,Sales staff,1.0
5001353,F,N,N,0,177157.89,Working,Secondary / secondary special,Civil marriage,House / apartment,-21132,-9454,1,0,0,1,Laborers,2.0
5001354,M,N,Y,0,172390.84,Working,Secondary / secondary special,Married,With parents,-20117,-2037,1,0,0,0,Laborers,2.0
5001355,F,N,N,4,137215.52,Working,Secondary / secondary special,Married,Rented apartment,-19355,-11116,1,0,1,0,,5.0
5001356,F,Y,Y,1,97560.88,Pensioner,Incomplete higher,Married,House / apartment,-22088,365243,1,0,0,0,,3.0
5001357,F,Y,Y,0,150704.1,Working,Secondary / secondary special,Married,House / apartment,-19769,-904,1,1,0,0,Managers,2.0
5001358,F,Y,N,0,154753.75,Working,Secondary / secondary special,Civil marriage,Office apartment,-17745,-11026,1,0,0,0,Sales staff,2.0
5001359,F,N,Y,1,161120.61,Working,Secondary / secondary special,Married,House / apartment,-13531,-2808,1,0,0,0,Laborers,3.0
5001360,F,N,Y,0,223551.12,Working,Higher education,Married,House / apartment,-9293,-494,1,0,1,0,Laborers,1.0
5001361,M,Y,Y,1,209447.22,Commercial associate,Higher education,Married,House / apartment,-15080,-7960,1,0,1,0,Cleaning staff,3.0
5001362,F,N,Y,2,185567.34,Commercial associate,Secondary / secondary special,Married,House / apartment,-22532,-759,1,0,0,0,Drivers,4.0
5001363,F,Y,Y,0,178971.54,Commercial associate,Secondary / secondary special,Married,House / apartment,-17041,-4939,1,1,0,0,Sales staff,2.0
5001364,F,Y,N,0,196674.27,Commercial associate,Secondary / secondary special,Married,With parents,-10635,-3136,1,0,0,0,,2.0
5001365,F,N,N,1,167339.23,State servant,Secondary / secondary special,Single / not married,House / apartment,-18101,-3675,1,0,0,0,Sales staff,3.0
5001366,F,Y,Y,2,124937.81,Working,Secondary / secondary special,Married,House / apartment,-15151,-4552,1,0,0,0,Core staff,3.0
5001367,F,N,Y,0,176895.79,Working,Secondary / secondary special,Married,House / apartment,-22638,-11262,1,0,0,0,Medicine staff,2.0
5001368,F,N,N,0,132876.76,Working,Secondary / secondary special,Civil marriage,House / apartment,-10257,-3507,1,0,1,0,Cooking staff,2.0
5001369,F,Y,Y,0,215690.15,Working,Higher education,Married,House / apartment,-19113,-1320,1,0,0,0,Medicine staff,2.0
5001370,M,N,Y,0,125562.1,Working,Secondary / secondary special,Married,House / apartment,-18624,-1925,1,1,1,1,,2.0
5001371,M,Y,Y,1,129750.28,Working,Secondary / secondary special,Married,House / apartment,-23477,-8618,1,0,0,0,Sales staff,2.0
5001372,M,N,Y,2,163466.21,Working,Secondary / secondary special,Married,House / apartment,-16749,-4278,1,0,0,0,Laborers,4.0
5001373,F,N,Y,0,165422.43,Working,Secondary / secondary special,Married,House / apartment,-21677,-6225,1,0,0,0,Laborers,2.0
5001374,F,N,Y,1,109821.63,Pensioner,Secondary / secondary special,Married,House / apartment,-8067,365243,1,0,0,0,,3.0
5001375,F,Y,Y,0,165673.18,Student,Secondary / secondary special,Married,House / apartment,-9645,-937,1,0,1,0,,1.0
5001376,F,N,Y,0,189474.69,Working,Higher education,Married,House / apartment,-13230,-3747,1,1,1,0,Medicine staff,2.0
5001377,M,N,Y,0,94725.93,Pensioner,Incomplete higher,Single / not married,House / apartment,-17623,365243,1,0,0,0,,2.0
5001378,F,Y,N,0,102772.43,Pensioner,Higher education,Married,House / apartment,-14887,365243,1,0,0,0,,2.0
5001379,F,N,N,0,158220.43,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10928,-3849,1,1,0,0,Laborers,2.0
5001380,F,Y,Y,0,189550.48,Working,Higher education,Married,House / apartment,-17139,-1730,1,1,0,0,,2.0
5001381,M,N,Y,1,197103.01,Commercial associate,Secondary / secondary special,Married,House / apartment,-16778,-2225,1,0,0,0,High skill tech staff,3.0
5001382,F,Y,N,1,160849.76,Working,Secondary / secondary special,Married,House / apartment,-16099,-6401,1,0,1,0,Cooking staff,3.0
5001383,F,Y,Y,0,181682.34,Commercial associate,Secondary / secondary special,Married,House / apartment,-9126,-177,1,0,0,0,Laborers,2.0
5001384,F,N,N,0,194201.88,Commercial associate,Secondary / secondary special,Married,House / apartment,-22568,-10788,1,1,0,0,Laborers,2.0
5001385,F,N,Y,0,293611.4,Commercial associate,Higher education,Single / not married,House / apartment,-17188,-3362,1,0,1,1,,2.0
5001386,F,Y,N,3,140895.57,Working,Secondary / secondary special,Married,House / apartment,-11913,-1933,1,0,0,0,Cleaning staff,5.0
5001387,F,N,Y,0,117558.72,Pensioner,Secondary / secondary special,Married,House / apartment,-18718,365243,1,0,0,0,,2.0
5001388,F,Y,Y,0,155359.62,Working,Secondary / secondary special,Married,House / apartment,-12779,-2538,1,0,1,1,Security staff,1.0
5001389,F,N,N,0,260100.66,Working,Higher education,Civil marriage,House / apartment,-15800,-3248,1,0,0,1,,2.0
5001390,F,N,Y,0,149113.43,Working,Higher education,Married,House / apartment,-13153,-5539,1,1,0,0,Managers,2.0
5001391,F,N,Y,0,89777.25,Pensioner,Secondary / secondary special,Married,House / apartment,-21819,365243,1,0,0,0,,2.0
5001392,F,Y,Y,1,144697.19,State servant,Secondary / secondary special,Married,House / apartment,-23645,-16151,1,0,1,0,Accountants,3.0
5001393,M,N,N,1,226051.47,Commercial associate,Higher education,Married,House / apartment,-10261,-2036,1,0,0,0,Sales staff,2.0
5001394,M,Y,Y,0,159203.04,Working,Secondary / secondary special,Married,Municipal apartment,-8049,-873,1,1,0,0,Core staff,2.0
5001395,F,Y,Y,0,132864.27,Working,Secondary / secondary special,Married,House / apartment,-11195,-359,1,0,0,1,Cooking staff,2.0
5001396,F,N,Y,0,152473.82,Working,Secondary / secondary special,Married,House / apartment,-17151,-7553,1,0,0,0,Sales staff,2.0
5001397,F,N,Y,2,160591.71,Working,Secondary / secondary special,Married,Rented apartment,-10466,-2288,1,0,1,0,Sales staff,4.0
5001398,F,Y,Y,0,152670.16,Working,Secondary / secondary special,Married,House / apartment,-20712,-747,1,1,0,1,Laborers,2.0
5001399,M,N,Y,0,166617.6,Working,Secondary / secondary special,Married,Municipal apartment,-14238,-1549,1,0,0,0,Core staff,2.0
5001400,F,Y,Y,0,145649.42,Working,Secondary / secondary special,Single / not married,House / apartment,-17482,-2231,1,0,0,0,,2.0
5001401,M,N,Y,0,98734.35,Pensioner,Higher education,Married,House / apartment,-14992,365243,1,0,1,0,,2.0
5001402,F,N,Y,0,185821.25,Commercial associate,Secondary / secondary special,Married,House / apartment,-22188,-2699,1,0,0,0,Drivers,2.0
5001403,F,Y,Y,0,55950.73,Pensioner,Secondary / secondary special,Married,House / apartment,-8235,365243,1,0,0,0,,2.0
5001404,M,N,Y,0,146422.75,Working,Secondary / secondary special,Single / not married,House / apartment,-19391,-8453,1,0,0,0,High skill tech staff,1.0
5001405,M,N,Y,0,136160.13,Working,Secondary / secondary special,Civil marriage,House / apartment,-18151,-10750,1,1,1,0,Secretaries,2.0
5001406,M,N,N,0,131879.54,Working,Secondary / secondary special,Married,House / apartment,-18109,-8808,1,0,1,0,Medicine staff,1.0
5001407,M,N,Y,0,148915.52,Working,Lower secondary,Married,Rented apartment,-14323,-3718,1,1,0,0,Laborers,1.0
5001408,F,N,N,0,193536.8,Commercial associate,Secondary / secondary special,Married,House / apartment,-7922,-566,1,0,0,0,Core staff,2.0
5001409,M,Y,Y,0,139687.16,Working,Secondary / secondary special,Married,House / apartment,-18747,-4726,1,0,0,0,High skill tech staff,2.0
5001410,F,N,Y,0,113597.93,Pensioner,Secondary / secondary special,Married,House / apartment,-21001,365243,1,1,0,0,,2.0
5001411,M,N,Y,2,83944.6,Pensioner,Secondary / secondary special,Married,House / apartment,-9040,365243,1,0,0,0,,4.0
5001412,F,Y,Y,0,140737.55,Working,Incomplete higher,Married,House / apartment,-14767,-4940,1,1,0,0,Laborers,2.0
5001413,M,N,N,0,124252.74,Working,Secondary / secondary special,Single / not married,House / apartment,-10283,-1355,1,1,0,0,Medicine staff,2.0
5001414,F,N,N,0,197117.66,State servant,Higher education,Civil marriage,House / apartment,-17489,-2496,1,1,1,0,,2.0
5001415,F,Y,N,0,174633.86,Commercial associate,Lower secondary,Civil marriage,House / apartment,-20296,-8286,1,0,1,0,Laborers,2.0
5001416,F,Y,Y,0,178263.04,Commercial associate,Secondary / secondary special,Married,With parents,-18385,-4636,1,0,0,0,,2.0
5001417,M,N,Y,1,209433.61,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12782,-123,1,0,0,0,Drivers,2.0
5001418,F,Y,Y,0,148499.79,Working,Secondary / secondary special,Single / not married,House / apartment,-9916,-109,1,1,0,0,Sales staff,2.0
5001419,F,N,N,0,170329.04,Working,Higher education,Married,House / apartment,-20435,-3826,1,0,0,0,Cooking staff,2.0
5001420,F,Y,Y,1,142431.0,Working,Secondary / secondary special,Married,House / apartment,-12876,-3246,1,0,0,0,Laborers,2.0
5001421,F,N,Y,2,174059.48,Working,Secondary / secondary special,Separated,House / apartment,-8026,-537,1,1,1,0,Drivers,4.0
5001422,M,N,Y,2,155268.79,Working,Secondary / secondary special,Married,House / apartment,-16854,-282,1,0,1,0,Laborers,4.0
5001423,F,N,Y,1,150425.22,Working,Secondary / secondary special,Married,House / apartment,-11635,-1157,1,0,1,0,Cooking staff,3.0
5001424,M,N,N,2,108925.81,Pensioner,Higher education,Married,With parents,-21189,365243,1,0,0,0,,4.0
5001425,F,N,Y,0,179944.46,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9973,-360,1,0,1,0,Laborers,2.0
5001426,F,Y,Y,0,138479.02,Working,Secondary / secondary special,Married,House / apartment,-14658,-7670,1,0,1,0,Waiters/barmen staff,2.0
5001427,M,N,Y,0,141584.39,Working,Secondary / secondary special,Separated,House / apartment,-11738,-1640,1,0,0,0,Sales staff,2.0
5001428,M,N,N,1,182480.23,Commercial associate,Secondary / secondary special,Married,House / apartment,-18753,-215,1,0,1,0,,3.0
5001429,F,N,Y,2,131289.56,Working,Secondary / secondary special,Married,House / apartment,-16486,-6559,1,1,1,0,Core staff,4.0
5001430,F,N,N,0,177244.98,Commercial associate,Secondary / secondary special,Married,House / apartment,-20382,-3237,1,1,1,0,Sales staff,2.0
5001431,M,Y,Y,0,87310.17,Pensioner,Secondary / secondary special,Married,House / apartment,-15041,365243,1,1,0,0,,2.0
5001432,F,N,N,1,115178.95,Working,Secondary / secondary special,Married,House / apartment,-7748,-680,1,0,0,0,Laborers,3.0
5001433,M,N,N,2,138636.17,Working,Secondary / secondary special,Married,House / apartment,-11129,-717,1,1,1,0,High skill tech staff,4.0
5001434,M,N,Y,0,89401.68,Pensioner,Secondary / secondary special,Married,House / apartment,-23728,365243,1,0,0,0,,2.0
5001435,M,Y,Y,2,141606.31,Working,Higher education,Single / not married,House / apartment,-14185,-7488,1,1,1,0,Cooking staff,4.0
5001436,F,N,Y,0,215726.78,Working,Higher education,Married,House / apartment,-17638,-10735,1,1,0,0,Core staff,2.0
5001437,M,N,Y,0,163641.35,Working,Secondary / secondary special,Married,House / apartment,-22213,-10271,1,1,1,0,Laborers,1.0
5001438,F,N,N,0,104975.84,Pensioner,Secondary / secondary special,Married,House / apartment,-8000,365243,1,0,0,0,,1.0
5001439,F,N,Y,0,194618.08,Working,Higher education,Married,House / apartment,-18271,-8282,1,0,0,0,Sales staff,2.0
5001440,F,N,Y,0,95033.83,Pensioner,Secondary / secondary special,Married,House / apartment,-12305,365243,1,0,1,0,,1.0
5001441,F,Y,Y,1,230411.35,Working,Higher education,Single / not married,House / apartment,-12158,-2398,1,0,0,0,Sales staff,3.0
5001442,M,Y,Y,1,170268.36,Working,Higher education,Widow,House / apartment,-11284,-4532,1,0,0,0,Core staff,3.0
5001443,M,Y,N,1,170550.43,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20892,-6088,1,0,1,1,Sales staff,3.0
5001444,M,N,Y,0,192771.11,Working,Secondary / secondary special,Married,House / apartment,-13664,-1725,1,1,0,0,Managers,2.0
5001445,F,N,N,0,153350.57,Working,Secondary / secondary special,Married,With parents,-8749,-283,1,1,0,0,Laborers,2.0
5001446,F,N,N,0,121416.4,Working,Secondary / secondary special,Single / not married,House / apartment,-9227,-580,1,0,1,0,Laborers,2.0
5001447,F,Y,Y,0,145414.47,Working,Higher education,Married,House / apartment,-10059,-2009,1,0,0,0,Managers,2.0
5001448,M,N,Y,0,231914.96,Working,Higher education,Civil marriage,House / apartment,-22117,-3836,1,0,0,0,Laborers,2.0
5001449,F,Y,N,0,214465.73,Commercial associate,Secondary / secondary special,Married,House / apartment,-14540,-5223,1,1,1,0,High skill tech staff,2.0
5001450,M,N,Y,0,179195.45,Commercial associate,Secondary / secondary special,Married,House / apartment,-22392,-6067,1,0,0,0,Laborers,1.0
5001451,F,N,Y,1,138025.55,State servant,Secondary / secondary special,Married,House / apartment,-20808,-12627,1,0,1,1,Laborers,3.0
5001452,F,N,Y,0,152210.32,Commercial associate,Secondary / secondary special,Married,House / apartment,-21136,-8148,1,1,0,0,,2.0
5001453,M,N,Y,2,181303.45,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12280,-3566,1,0,0,1,High skill tech staff,4.0
5001454,F,Y,N,0,218388.19,Commercial associate,Higher education,Married,House / apartment,-12031,-3052,1,0,0,0,Laborers,2.0
5001455,M,Y,Y,3,116407.02,Pensioner,Secondary / secondary special,Married,House / apartment,-16671,365243,1,0,0,0,,4.0
5001456,M,N,Y,0,153494.83,Working,Secondary / secondary special,Married,House / apartment,-14387,-6922,1,0,1,0,Laborers,2.0
5001457,F,N,N,0,152748.59,Working,Secondary / secondary special,Civil marriage,House / apartment,-15851,-622,1,0,0,0,Sales staff,2.0
5001458,F,Y,N,0,193937.29,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8525,-165,1,0,0,0,Core staff,1.0
5001459,F,Y,Y,1,130632.29,Working,Secondary / secondary special,Married,House / apartment,-23285,-11737,1,0,1,0,Sales staff,3.0
5001460,M,N,N,0,52818.82,Pensioner,Secondary / secondary special,Married,House / apartment,-8605,365243,1,0,1,0,,2.0
5001461,F,N,Y,0,161497.62,Working,Secondary / secondary special,Married,House / apartment,-10544,-3057,1,0,1,0,Medicine staff,2.0
5001462,F,N,N,1,198128.11,Working,Higher education,Married,With parents,-18570,-5221,1,0,0,0,Core staff,3.0
5001463,F,N,Y,0,103074.21,Pensioner,Secondary / secondary special,Separated,House / apartment,-10169,365243,1,0,0,1,,2.0
5001464,M,N,Y,0,134963.6,Working,Secondary / secondary special,Married,House / apartment,-9388,-1014,1,0,0,0,Accountants,2.0
5001465,F,N,N,0,206393.33,State servant,Higher education,Civil marriage,House / apartment,-10139,-1017,1,0,0,0,Laborers,2.0
5001466,M,N,Y,0,196355.34,State servant,Higher education,Married,House / apartment,-8665,-518,1,0,0,1,High skill tech staff,2.0
5001467,M,N,N,0,180014.52,Commercial associate,Secondary / secondary special,Married,House / apartment,-11709,-4685,1,1,0,0,Sales staff,2.0
5001468,F,N,Y,0,187661.15,Working,Secondary / secondary special,Married,House / apartment,-12027,-1635,1,0,1,0,IT staff,2.0
5001469,F,Y,N,0,243486.11,Working,Higher education,Married,With parents,-15684,-5916,1,0,0,0,Laborers,2.0
5001470,M,Y,N,0,149595.65,Working,Secondary / secondary special,Single / not married,House / apartment,-14721,-6419,1,0,0,0,Managers,2.0
5001471,F,N,Y,1,129258.05,Pensioner,Secondary / secondary special,Married,House / apartment,-15283,365243,1,0,1,0,,3.0
5001472,M,Y,N,0,129114.44,Working,Secondary / secondary special,Civil marriage,House / apartment,-17571,-277,1,0,0,0,,1.0
5001473,F,Y,Y,0,168372.82,Working,Secondary / secondary special,Civil marriage,House / apartment,-11382,-198,1,0,1,0,Laborers,1.0
5001474,F,N,N,0,161545.23,Working,Secondary / secondary special,Single / not married,House / apartment,-9835,-1110,1,0,1,0,Medicine staff,2.0
5001475,M,N,Y,0,167821.79,Working,Secondary / secondary special,Single / not married,House / apartment,-21795,-10604,1,0,0,0,Core staff,2.0
5001476,F,Y,N,0,90445.42,Pensioner,Higher education,Married,House / apartment,-17858,365243,1,0,0,0,,2.0
5001477,F,Y,Y,0,270986.12,Working,Higher education,Civil marriage,House / apartment,-8645,-567,1,0,0,0,Private service staff,2.0
5001478,F,Y,Y,0,155093.98,Working,Incomplete higher,Separated,House / apartment,-23115,-61,1,0,1,1,Sales staff,2.0
5001479,F,Y,Y,2,178544.87,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18809,-3551,1,0,0,0,Laborers,4.0
5001480,F,Y,Y,0,96895.22,Pensioner,Secondary / secondary special,Married,House / apartment,-10108,365243,1,1,0,0,,1.0
5001481,F,N,N,0,96767.34,Pensioner,Higher education,Single / not married,With parents,-23245,365243,1,0,0,0,,2.0
5001482,M,N,Y,0,78563.51,Pensioner,Secondary / secondary special,Married,House / apartment,-13543,365243,1,1,0,0,,1.0
5001483,F,N,Y,0,128957.76,Working,Secondary / secondary special,Married,House / apartment,-23492,-1558,1,1,1,1,Sales staff,2.0
5001484,M,N,Y,1,172770.3,Working,Secondary / secondary special,Widow,Municipal apartment,-9330,-633,1,0,1,1,,3.0
5001485,F,Y,Y,0,146648.74,State servant,Secondary / secondary special,Married,House / apartment,-10241,-1246,1,0,0,0,Managers,2.0
5001486,M,N,Y,0,98586.37,State servant,Secondary / secondary special,Married,House / apartment,-18236,-1525,1,1,0,0,Drivers,2.0
5001487,F,Y,N,0,189706.27,Commercial associate,Secondary / secondary special,Married,Rented apartment,-8026,-1036,1,0,0,0,Laborers,1.0
5001488,M,N,N,0,143677.52,Commercial associate,Incomplete higher,Married,House / apartment,-7971,-384,1,0,1,0,Managers,2.0
5001489,F,N,Y,0,136855.66,State servant,Secondary / secondary special,Married,House / apartment,-20398,-9151,1,0,0,0,Core staff,2.0
5001490,F,N,Y,0,138865.98,Working,Lower secondary,Married,Rented apartment,-10367,-2286,1,0,1,0,,2.0
5001491,F,N,Y,0,246383.28,Working,Higher education,Civil marriage,House / apartment,-22436,-14248,1,0,0,0,,1.0
5001492,F,Y,Y,0,173494.49,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14515,-731,1,1,0,0,Sales staff,2.0
5001493,F,Y,Y,0,243671.7,State servant,Higher education,Married,House / apartment,-21711,-3277,1,0,0,0,Medicine staff,2.0
5001494,F,Y,N,0,170020.43,Commercial associate,Secondary / secondary special,Married,House / apartment,-14384,-6761,1,1,0,0,,2.0
5001495,M,N,Y,0,101439.24,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-16192,365243,1,0,1,0,,1.0
5001496,F,N,N,0,135991.65,Working,Secondary / secondary special,Married,House / apartment,-12757,-5089,1,0,0,0,Laborers,2.0
5001497,F,N,Y,2,180443.32,Working,Secondary / secondary special,Separated,House / apartment,-18246,-2271,1,0,1,0,Sales staff,3.0
5001498,F,N,Y,0,151693.18,Working,Secondary / secondary special,Civil marriage,House / apartment,-12784,-701,1,0,1,0,,2.0
5001499,M,Y,Y,2,138699.35,State servant,Secondary / secondary special,Married,House / apartment,-11257,-4014,1,1,1,0,,4.0
5001500,F,Y,Y,0,133155.85,Working,Secondary / secondary special,Civil marriage,House / apartment,-8973,-457,1,0,0,0,Drivers,2.0
5001501,F,Y,Y,1,163912.91,Working,Secondary / secondary special,Married,House / apartment,-8597,-1766,1,0,0,0,Managers,3.0
5001502,F,N,N,0,140282.07,State servant,Secondary / secondary special,Married,House / apartment,-12588,-5780,1,1,0,0,Drivers,1.0
5001503,M,Y,Y,0,155698.86,Working,Secondary / secondary special,Single / not married,House / apartment,-19506,-2883,1,0,1,0,Cooking staff,2.0
5001504,M,N,N,1,96403.96,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10975,365243,1,0,0,0,,3.0
5001505,F,Y,Y,1,190923.42,Working,Higher education,Married,With parents,-12479,-4968,1,0,0,0,Cleaning staff,3.0
5001506,M,N,Y,0,145269.08,Working,Secondary / secondary special,Single / not married,House / apartment,-22217,-6650,1,0,1,0,Sales staff,2.0
5001507,M,N,Y,0,226367.84,Commercial associate,Higher education,Separated,House / apartment,-17942,-8974,1,0,0,0,Cooking staff,2.0
5001508,F,N,Y,0,142634.94,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22451,-6489,1,0,0,1,Managers,2.0
5001509,M,Y,Y,2,147848.14,Working,Secondary / secondary special,Married,House / apartment,-22315,-1141,1,0,0,0,Laborers,4.0
5001510,F,N,Y,0,127245.4,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8689,365243,1,0,1,1,,2.0
5001511,F,N,Y,0,163354.63,Working,Secondary / secondary special,Single / not married,House / apartment,-23018,-11729,1,0,0,0,Laborers,2.0
5001512,F,Y,Y,1,309534.04,Working,Academic degree,Separated,House / apartment,-8493,-320,1,0,1,0,Core staff,3.0
5001513,F,N,Y,1,126331.7,Working,Secondary / secondary special,Single / not married,House / apartment,-22546,-14808,1,0,0,0,,3.0
5001514,F,N,Y,0,118772.37,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-16457,365243,1,0,1,0,,1.0
5001515,M,N,Y,0,132436.04,Working,Secondary / secondary special,Married,House / apartment,-16239,-4058,1,0,0,0,,2.0
5001516,F,N,N,2,151260.2,Working,Secondary / secondary special,Widow,House / apartment,-19133,-1063,1,1,0,0,Low-skill Laborers,3.0
5001517,F,Y,Y,0,75701.85,Pensioner,Higher education,Married,Rented apartment,-21800,365243,1,1,1,0,,2.0
5001518,F,Y,N,1,175211.78,Working,Secondary / secondary special,Civil marriage,House / apartment,-17586,-2544,1,0,0,1,Core staff,2.0
5001519,M,N,Y,0,231578.12,Working,Higher education,Separated,House / apartment,-14507,-6846,1,0,0,0,Managers,2.0
5001520,F,Y,N,0,164747.1,Working,Secondary / secondary special,Married,House / apartment,-9468,-953,1,0,0,1,Laborers,2.0
5001521,F,N,Y,0,190363.24,Commercial associate,Secondary / secondary special,Separated,House / apartment,-20354,-11804,1,0,0,0,Sales staff,2.0
5001522,F,N,N,0,139626.05,Working,Secondary / secondary special,Single / not married,House / apartment,-9732,-574,1,0,0,0,Managers,2.0
5001523,F,N,Y,1,91163.47,Pensioner,Secondary / secondary special,Separated,House / apartment,-19344,365243,1,0,0,0,,3.0
5001524,M,N,N,0,263288.58,Working,Higher education,Married,With parents,-16155,-4504,1,0,0,0,Laborers,1.0
5001525,M,N,Y,0,129954.65,Working,Secondary / secondary special,Single / not married,House / apartment,-13871,-6412,1,0,0,0,Drivers,2.0
5001526,F,Y,Y,0,76740.73,Pensioner,Secondary / secondary special,Married,House / apartment,-17522,365243,1,0,0,0,,2.0
5001527,M,Y,Y,0,165849.35,Working,Incomplete higher,Married,House / apartment,-20083,-688,1,1,1,0,Security staff,2.0
5001528,F,N,Y,0,101175.73,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22795,365243,1,0,1,0,,2.0
5001529,M,N,Y,0,155865.24,Working,Secondary / secondary special,Married,House / apartment,-11924,-1653,1,0,0,0,Core staff,2.0
5001530,F,Y,Y,0,151369.81,Working,Secondary / secondary special,Civil marriage,House / apartment,-22892,-14849,1,0,0,0,High skill tech staff,2.0
5001531,F,Y,Y,1,156562.18,Working,Secondary / secondary special,Single / not married,House / apartment,-23114,-9880,1,0,0,0,Low-skill Laborers,3.0
5001532,F,Y,N,1,161597.33,Working,Secondary / secondary special,Married,Municipal apartment,-20746,-10160,1,0,1,0,Drivers,3.0
5001533,M,N,Y,0,156384.61,Working,Secondary / secondary special,Married,House / apartment,-21836,-12857,1,0,0,0,Core staff,2.0
5001534,F,Y,N,0,224965.03,Working,Higher education,Married,House / apartment,-18798,-6417,1,0,0,1,,2.0
5001535,F,N,Y,0,161631.22,Working,Secondary / secondary special,Married,With parents,-8299,-1463,1,0,0,0,Cleaning staff,2.0
5001536,F,N,Y,0,156651.66,Working,Higher education,Married,House / apartment,-16912,-6616,1,0,0,0,,2.0
5001537,M,N,N,1,150030.13,Working,Secondary / secondary special,Civil marriage,House / apartment,-19679,-8996,1,0,0,0,Laborers,3.0
5001538,F,N,N,0,154578.14,Working,Secondary / secondary special,Married,House / apartment,-22804,-2511,1,0,0,0,High skill tech staff,2.0
5001539,M,N,N,0,222484.45,Working,Higher education,Single / not married,House / apartment,-16838,-9639,1,1,0,0,Laborers,1.0
5001540,M,N,Y,0,204873.41,Working,Higher education,Married,House / apartment,-20434,-11040,1,0,0,1,Managers,2.0
5001541,F,N,Y,0,175212.21,Commercial associate,Secondary / secondary special,Married,House / apartment,-19001,-3185,1,0,0,0,Cooking staff,1.0
5001542,M,Y,Y,0,163208.7,Commercial associate,Secondary / secondary special,Married,With parents,-12183,-3268,1,1,0,0,Core staff,2.0
