ID,MONTHS_BALANCE,STATUS
5000262,-5,0
5000262,-6,C
5000262,-7,C
5000262,-8,C
5000262,-9,C
5000262,-10,1
5000262,-11,C
5000262,-12,X
5000262,-13,C
5000262,-14,C
5000262,-15,C
5000262,-16,C
5000262,-17,C
5000262,-18,C
5000262,-19,C
5000262,-20,C
5000262,-21,0
5000262,-22,0
5000262,-23,C
5000262,-24,C
5000263,0,C
5000263,-1,C
5000263,-2,1
5000263,-3,C
5000263,-4,C
5000263,-5,C
5000263,-6,0
5000263,-7,0
5000263,-8,C
5000263,-9,0
5000263,-10,C
5000263,-11,C
5000263,-12,C
5000263,-13,C
5000263,-14,C
5000264,0,0
5000264,-1,X
5000264,-2,C
5000264,-3,C
5000264,-4,0
5000264,-5,C
5000264,-6,0
5000264,-7,C
5000264,-8,C
5000264,-9,C
5000264,-10,C
5000264,-11,0
5000264,-12,X
5000264,-13,0
5000264,-14,0
5000264,-15,C
5000264,-16,X
5000264,-17,C
5000264,-18,X
5000264,-19,C
5000264,-20,C
5000264,-21,X
5000264,-22,0
5000264,-23,C
5000264,-24,C
5000264,-25,X
5000264,-26,C
5000264,-27,X
5000264,-28,0
5000264,-29,C
5000264,-30,C
5000264,-31,C
5000264,-32,0
5000264,-33,0
5000264,-34,0
5000264,-35,C
5000264,-36,X
5000264,-37,0
5000264,-38,C
5000264,-39,C
5000264,-40,X
5000264,-41,C
5000264,-42,C
5000264,-43,X
5000264,-44,C
5000264,-45,0
5000264,-46,X
5000264,-47,0
5000264,-48,C
5000264,-49,X
5000265,0,C
5000265,-1,0
5000265,-2,X
5000265,-3,C
5000265,-4,C
5000265,-5,C
5000265,-6,0
5000265,-7,C
5000265,-8,C
5000265,-9,C
5000265,-10,1
5000265,-11,C
5000265,-12,1
5000265,-13,0
5000265,-14,C
5000265,-15,0
5000266,0,C
5000266,-1,C
5000266,-2,C
5000266,-3,X
5000266,-4,C
5000266,-5,0
5000266,-6,C
5000266,-7,C
5000266,-8,C
5000266,-9,C
5000266,-10,C
5000266,-11,C
5000266,-12,X
5000266,-13,C
5000266,-14,X
5000266,-15,C
5000266,-16,C
5000266,-17,X
5000266,-18,X
5000266,-19,C
5000266,-20,C
5000266,-21,0
5000266,-22,C
5000266,-23,C
5000266,-24,C
5000266,-25,X
5000266,-26,0
5000266,-27,1
5000266,-28,C
5000266,-29,X
5000266,-30,C
5000266,-31,C
5000266,-32,C
5000266,-33,0
5000266,-34,C
5000266,-35,X
5000266,-36,X
5000266,-37,C
5000266,-38,C
5000266,-39,0
5000266,-40,C
5000267,0,C
5000267,-1,C
5000267,-2,C
5000267,-3,C
5000267,-4,C
5000267,-5,C
5000267,-6,C
5000267,-7,C
5000267,-8,C
5000267,-9,C
5000267,-10,C
5000267,-11,X
5000267,-12,C
5000267,-13,C
5000267,-14,C
5000267,-15,X
5000267,-16,X
5000267,-17,C
5000267,-18,C
5000267,-19,X
5000267,-20,C
5000267,-21,X
5000267,-22,C
5000267,-23,C
5000267,-24,0
5000267,-25,X
5000267,-26,C
5000267,-27,0
5000267,-28,C
5000267,-29,C
5000267,-30,0
5000267,-31,C
5000267,-32,X
5000267,-33,1
5000267,-34,C
5000267,-35,2
5000267,-36,C
5000267,-37,1
5000267,-38,C
5000267,-39,C
5000267,-40,0
5000267,-41,C
5000267,-42,C
5000267,-43,C
5000267,-44,1
5000267,-45,C
5000267,-46,C
5000267,-47,0
5000267,-48,C
5000267,-49,C
5000267,-50,X
5000267,-51,X
5000268,0,C
5000268,-1,1
5000268,-2,C
5000268,-3,C
5000268,-4,X
5000268,-5,0
5000268,-6,C
5000268,-7,C
5000268,-8,C
5000268,-9,1
5000268,-10,C
5000268,-11,C
5000268,-12,C
5000268,-13,C
5000268,-14,C
5000268,-15,0
5000268,-16,X
5000268,-17,C
5000268,-18,0
5000268,-19,C
5000269,0,C
5000269,-1,X
5000269,-2,C
5000269,-3,C
5000269,-4,C
5000269,-5,C
5000269,-6,0
5000269,-7,C
5000269,-8,C
5000269,-9,C
5000269,-10,C
5000269,-11,C
5000269,-12,1
5000269,-13,C
5000269,-14,C
5000269,-15,X
5000269,-16,X
5000269,-17,C
5000269,-18,C
5000269,-19,0
5000270,0,0
5000270,-1,0
5000270,-2,C
5000270,-3,0
5000270,-4,C
5000270,-5,0
5000270,-6,C
5000270,-7,C
5000270,-8,0
5000270,-9,C
5000270,-10,X
5000270,-11,X
5000270,-12,1
5000270,-13,1
5000270,-14,C
5000270,-15,X
5000270,-16,C
5000270,-17,C
5000270,-18,C
5000270,-19,C
5000270,-20,C
5000270,-21,C
5000270,-22,C
5000270,-23,X
5000270,-24,C
5000270,-25,0
5000270,-26,C
5000270,-27,C
5000270,-28,C
5000270,-29,X
5000270,-30,X
5000270,-31,C
5000270,-32,C
5000270,-33,0
5000270,-34,C
5000270,-35,C
5000270,-36,X
5000270,-37,C
5000270,-38,C
5000270,-39,0
5000271,0,C
5000271,-1,0
5000271,-2,X
5000271,-3,X
5000271,-4,X
5000271,-5,X
5000271,-6,0
5000271,-7,0
5000271,-8,1
5000271,-9,C
5000271,-10,C
5000271,-11,C
5000271,-12,0
5000271,-13,C
5000271,-14,0
5000271,-15,C
5000271,-16,X
5000272,0,0
5000272,-1,0
5000272,-2,C
5000272,-3,X
5000272,-4,X
5000272,-5,0
5000272,-6,X
5000272,-7,C
5000272,-8,C
5000272,-9,2
5000272,-10,C
5000272,-11,0
5000272,-12,X
5000272,-13,1
5000272,-14,1
5000272,-15,C
5000272,-16,0
5000272,-17,C
5000272,-18,C
5000272,-19,C
5000272,-20,C
5000272,-21,C
5000272,-22,C
5000272,-23,C
5000272,-24,1
5000272,-25,C
5000272,-26,C
5000272,-27,C
5000272,-28,C
5000273,0,0
5000273,-1,C
5000273,-2,C
5000273,-3,X
5000273,-4,0
5000273,-5,X
5000273,-6,C
5000273,-7,0
5000273,-8,0
5000273,-9,C
5000273,-10,C
5000273,-11,X
5000273,-12,C
5000273,-13,C
5000273,-14,C
5000273,-15,C
5000273,-16,C
5000273,-17,C
5000273,-18,0
5000273,-19,C
5000273,-20,0
5000273,-21,C
5000274,0,0
5000274,-1,C
5000274,-2,C
5000274,-3,C
5000274,-4,C
5000274,-5,C
5000274,-6,C
5000274,-7,X
5000274,-8,1
5000274,-9,X
5000274,-10,1
5000274,-11,X
5000274,-12,X
5000274,-13,C
5000274,-14,0
5000274,-15,C
5000274,-16,0
5000274,-17,C
5000274,-18,0
5000274,-19,C
5000274,-20,C
5000274,-21,X
5000274,-22,C
5000274,-23,C
5000274,-24,0
5000274,-25,C
5000274,-26,X
5000274,-27,2
5000274,-28,C
5000274,-29,0
5000274,-30,C
5000274,-31,C
5000274,-32,1
5000274,-33,0
5000274,-34,C
5000274,-35,X
5000274,-36,X
5000274,-37,X
5000274,-38,0
5000274,-39,2
5000274,-40,C
5000274,-41,C
5000274,-42,X
5000274,-43,X
5000274,-44,C
5000274,-45,0
5000274,-46,0
5000274,-47,C
5000274,-48,C
5000274,-49,X
5000274,-50,0
5000274,-51,1
5000274,-52,X
5000274,-53,C
5000274,-54,1
5000274,-55,C
5000274,-56,C
5000274,-57,C
5000274,-58,C
5000275,0,C
5000275,-1,C
5000275,-2,C
5000275,-3,0
5000275,-4,C
5000275,-5,C
5000275,-6,C
5000275,-7,C
5000275,-8,C
5000275,-9,C
5000275,-10,0
5000275,-11,0
5000275,-12,0
5000275,-13,0
5000275,-14,C
5000275,-15,X
5000275,-16,C
5000275,-17,C
5000275,-18,0
5000275,-19,C
5000275,-20,C
5000275,-21,C
5000275,-22,C
5000275,-23,C
5000275,-24,X
5000275,-25,0
5000275,-26,0
5000275,-27,X
5000275,-28,0
5000275,-29,C
5000275,-30,0
5000275,-31,C
5000275,-32,C
5000275,-33,X
5000275,-34,0
5000275,-35,C
5000275,-36,C
5000275,-37,X
5000275,-38,C
5000275,-39,0
5000275,-40,C
5000275,-41,X
5000275,-42,C
5000275,-43,0
5000275,-44,C
5000276,0,0
5000276,-1,C
5000276,-2,C
5000276,-3,X
5000276,-4,0
5000276,-5,C
5000276,-6,C
5000276,-7,0
5000276,-8,C
5000276,-9,1
5000276,-10,C
5000276,-11,1
5000276,-12,X
5000276,-13,0
5000276,-14,0
5000276,-15,X
5000276,-16,0
5000276,-17,C
5000276,-18,C
5000276,-19,C
5000276,-20,C
5000276,-21,C
5000276,-22,X
5000276,-23,C
5000276,-24,X
5000276,-25,0
5000276,-26,C
5000276,-27,0
5000276,-28,C
5000276,-29,C
5000276,-30,0
5000276,-31,0
5000276,-32,C
5000276,-33,C
5000276,-34,0
5000276,-35,0
5000276,-36,C
5000276,-37,0
5000276,-38,C
5000276,-39,C
5000276,-40,1
5000276,-41,C
5000276,-42,C
5000276,-43,C
5000276,-44,X
5000276,-45,C
5000276,-46,0
5000276,-47,C
5000276,-48,C
5000276,-49,C
5000276,-50,X
5000276,-51,0
5000276,-52,X
5000276,-53,C
5000276,-54,C
5000277,0,0
5000277,-1,C
5000277,-2,C
5000277,-3,C
5000277,-4,0
5000277,-5,C
5000277,-6,C
5000277,-7,0
5000277,-8,X
5000277,-9,X
5000277,-10,C
5000277,-11,C
5000277,-12,C
5000277,-13,0
5000277,-14,C
5000277,-15,C
5000277,-16,C
5000277,-17,0
5000277,-18,0
5000277,-19,C
5000277,-20,C
5000277,-21,C
5000277,-22,C
5000277,-23,C
5000277,-24,C
5000277,-25,C
5000277,-26,C
5000277,-27,X
5000277,-28,C
5000277,-29,X
5000277,-30,C
5000277,-31,C
5000277,-32,0
5000277,-33,X
5000277,-34,0
5000277,-35,C
5000277,-36,X
5000277,-37,C
5000277,-38,C
5000277,-39,C
5000277,-40,C
5000277,-41,X
5000277,-42,X
5000277,-43,C
5000277,-44,C
5000278,0,0
5000278,-1,C
5000278,-2,C
5000278,-3,X
5000278,-4,X
5000278,-5,C
5000278,-6,C
5000278,-7,C
5000278,-8,X
5000278,-9,C
5000278,-10,C
5000278,-11,X
5000278,-12,C
5000278,-13,1
5000278,-14,X
5000278,-15,X
5000278,-16,X
5000278,-17,C
5000278,-18,C
5000278,-19,C
5000278,-20,0
5000278,-21,C
5000278,-22,X
5000278,-23,1
5000278,-24,C
5000278,-25,C
5000278,-26,X
5000278,-27,C
5000278,-28,C
5000278,-29,C
5000278,-30,0
5000278,-31,C
5000278,-32,C
5000278,-33,C
5000278,-34,C
5000278,-35,C
5000278,-36,X
5000278,-37,C
5000278,-38,C
5000278,-39,C
5000278,-40,0
5000278,-41,X
5000278,-42,C
5000278,-43,X
5000278,-44,X
5000278,-45,C
5000278,-46,C
5000278,-47,C
5000278,-48,0
5000278,-49,C
5000279,0,C
5000279,-1,0
5000279,-2,C
5000279,-3,C
5000279,-4,C
5000279,-5,C
5000279,-6,X
5000279,-7,C
5000279,-8,C
5000279,-9,X
5000279,-10,X
5000279,-11,C
5000279,-12,C
5000279,-13,C
5000279,-14,0
5000279,-15,0
5000279,-16,X
5000280,0,C
5000280,-1,C
5000280,-2,X
5000280,-3,C
5000280,-4,C
5000280,-5,C
5000280,-6,C
5000280,-7,C
5000280,-8,C
5000280,-9,0
5000280,-10,0
5000280,-11,C
5000280,-12,0
5000280,-13,0
5000280,-14,C
5000280,-15,0
5000280,-16,C
5000280,-17,1
5000280,-18,X
5000280,-19,C
5000280,-20,C
5000280,-21,X
5000280,-22,0
5000280,-23,C
5000280,-24,X
5000280,-25,C
5000280,-26,C
5000280,-27,X
5000280,-28,0
5000280,-29,C
5000280,-30,C
5000280,-31,C
5000280,-32,C
5000280,-33,0
5000280,-34,C
5000280,-35,C
5000280,-36,C
5000280,-37,X
5000280,-38,C
5000280,-39,C
5000281,0,C
5000281,-1,X
5000281,-2,X
5000281,-3,C
5000281,-4,C
5000281,-5,X
5000281,-6,C
5000281,-7,C
5000281,-8,C
5000281,-9,C
5000281,-10,C
5000281,-11,C
5000281,-12,C
5000281,-13,C
5000281,-14,C
5000281,-15,C
5000281,-16,C
5000281,-17,C
5000281,-18,C
5000281,-19,C
5000281,-20,C
5000281,-21,C
5000281,-22,C
5000281,-23,X
5000281,-24,C
5000281,-25,C
5000281,-26,0
5000281,-27,C
5000281,-28,X
5000281,-29,0
5000281,-30,0
5000281,-31,0
5000281,-32,C
5000281,-33,C
5000281,-34,C
5000281,-35,C
5000281,-36,C
5000281,-37,C
5000281,-38,0
5000281,-39,C
5000281,-40,C
5000281,-41,C
5000281,-42,X
5000281,-43,C
5000281,-44,C
5000281,-45,C
5000281,-46,0
5000281,-47,0
5000281,-48,C
5000282,0,C
5000282,-1,C
5000282,-2,C
5000282,-3,C
5000282,-4,C
5000282,-5,X
5000282,-6,C
5000282,-7,C
5000282,-8,X
5000282,-9,C
5000282,-10,X
5000282,-11,X
5000282,-12,C
5000282,-13,C
5000282,-14,C
5000282,-15,C
5000282,-16,0
5000282,-17,X
5000282,-18,C
5000282,-19,C
5000282,-20,0
5000282,-21,0
5000282,-22,0
5000282,-23,0
5000282,-24,C
5000282,-25,X
5000282,-26,X
5000282,-27,C
5000282,-28,0
5000282,-29,C
5000282,-30,0
5000282,-31,0
5000282,-32,0
5000282,-33,X
5000282,-34,C
5000282,-35,0
5000282,-36,0
5000282,-37,C
5000282,-38,C
5000282,-39,C
5000282,-40,C
5000282,-41,1
5000282,-42,C
5000282,-43,C
5000282,-44,C
5000282,-45,0
5000282,-46,C
5000282,-47,X
5000282,-48,0
5000282,-49,X
5000282,-50,X
5000283,0,0
5000283,-1,C
5000283,-2,C
5000283,-3,0
5000283,-4,C
5000283,-5,C
5000283,-6,C
5000283,-7,C
5000283,-8,0
5000283,-9,X
5000283,-10,0
5000283,-11,2
5000283,-12,1
5000283,-13,0
5000283,-14,C
5000283,-15,C
5000283,-16,X
5000283,-17,0
5000283,-18,2
5000283,-19,X
5000283,-20,X
5000283,-21,C
5000283,-22,C
5000283,-23,X
5000283,-24,C
5000283,-25,C
5000283,-26,C
5000283,-27,0
5000283,-28,1
5000283,-29,C
5000283,-30,C
5000283,-31,C
5000284,0,X
5000284,-1,C
5000284,-2,X
5000284,-3,C
5000284,-4,X
5000284,-5,C
5000284,-6,C
5000284,-7,C
5000284,-8,C
5000284,-9,C
5000284,-10,C
5000284,-11,0
5000284,-12,0
5000284,-13,C
5000284,-14,C
5000284,-15,C
5000284,-16,X
5000284,-17,C
5000284,-18,C
5000284,-19,0
5000284,-20,X
5000284,-21,C
5000284,-22,C
5000284,-23,C
5000284,-24,C
5000284,-25,C
5000284,-26,0
5000284,-27,0
5000284,-28,0
5000284,-29,C
5000284,-30,0
5000284,-31,C
5000284,-32,0
5000284,-33,X
5000284,-34,0
5000284,-35,C
5000284,-36,C
5000284,-37,X
5000284,-38,C
5000284,-39,0
5000284,-40,X
5000284,-41,C
5000284,-42,C
5000285,0,C
5000285,-1,C
5000285,-2,C
5000285,-3,C
5000285,-4,C
5000285,-5,X
5000285,-6,X
5000285,-7,C
5000285,-8,X
5000285,-9,1
5000285,-10,1
5000285,-11,0
5000285,-12,0
5000285,-13,C
5000285,-14,C
5000285,-15,1
5000285,-16,C
5000285,-17,0
5000285,-18,C
5000285,-19,1
5000285,-20,X
5000285,-21,C
5000285,-22,C
5000285,-23,C
5000285,-24,X
5000285,-25,C
5000285,-26,0
5000285,-27,C
5000285,-28,C
5000285,-29,0
5000285,-30,0
5000285,-31,X
5000285,-32,1
5000285,-33,C
5000285,-34,0
5000285,-35,C
5000285,-36,0
5000285,-37,C
5000285,-38,0
5000285,-39,C
5000285,-40,X
5000285,-41,C
5000285,-42,1
5000286,0,C
5000286,-1,C
5000286,-2,C
5000286,-3,C
5000286,-4,C
5000286,-5,C
5000286,-6,X
5000286,-7,C
5000286,-8,C
5000286,-9,0
5000286,-10,C
5000286,-11,C
5000286,-12,C
5000286,-13,C
5000286,-14,0
5000286,-15,C
5000286,-16,0
5000286,-17,0
5000286,-18,C
5000286,-19,0
5000286,-20,0
5000286,-21,C
5000286,-22,0
5000286,-23,C
5000286,-24,0
5000286,-25,C
5000286,-26,C
5000286,-27,C
5000286,-28,X
5000286,-29,C
5000286,-30,C
5000287,0,X
5000287,-1,C
5000287,-2,C
5000287,-3,0
5000287,-4,X
5000287,-5,0
5000287,-6,C
5000287,-7,C
5000287,-8,0
5000287,-9,C
5000287,-10,C
5000287,-11,C
5000287,-12,0
5000287,-13,C
5000287,-14,C
5000287,-15,X
5000287,-16,0
5000287,-17,X
5000287,-18,X
5000287,-19,C
5000287,-20,C
5000287,-21,0
5000287,-22,2
5000287,-23,0
5000287,-24,C
5000287,-25,C
5000287,-26,1
5000287,-27,1
5000287,-28,X
5000287,-29,C
5000287,-30,C
5000287,-31,C
5000287,-32,X
5000287,-33,C
5000287,-34,C
5000287,-35,X
5000287,-36,0
5000287,-37,X
5000287,-38,C
5000287,-39,X
5000287,-40,C
5000287,-41,X
5000287,-42,0
5000287,-43,C
5000287,-44,C
5000287,-45,X
5000287,-46,C
5000287,-47,C
5000287,-48,X
5000287,-49,C
5000287,-50,0
5000287,-51,C
5000287,-52,X
5000287,-53,C
5000287,-54,C
5000288,0,C
5000288,-1,0
5000288,-2,X
5000288,-3,1
5000288,-4,C
5000288,-5,C
5000288,-6,X
5000288,-7,0
5000288,-8,X
5000288,-9,C
5000288,-10,X
5000288,-11,X
5000288,-12,C
5000288,-13,C
5000288,-14,X
5000288,-15,C
5000288,-16,C
5000288,-17,X
5000288,-18,C
5000288,-19,X
5000288,-20,X
5000288,-21,C
5000288,-22,C
5000289,0,C
5000289,-1,X
5000289,-2,C
5000289,-3,0
5000289,-4,C
5000289,-5,0
5000289,-6,C
5000289,-7,0
5000289,-8,C
5000289,-9,0
5000289,-10,C
5000289,-11,X
5000289,-12,C
5000289,-13,C
5000289,-14,C
5000289,-15,X
5000289,-16,0
5000289,-17,C
5000289,-18,C
5000289,-19,C
5000289,-20,C
5000289,-21,0
5000289,-22,C
5000289,-23,C
5000289,-24,C
5000289,-25,C
5000289,-26,C
5000289,-27,C
5000290,0,0
5000290,-1,C
5000290,-2,C
5000290,-3,1
5000290,-4,C
5000290,-5,C
5000290,-6,X
5000290,-7,C
5000290,-8,X
5000290,-9,0
5000290,-10,C
5000290,-11,C
5000290,-12,C
5000290,-13,2
5000290,-14,X
5000290,-15,C
5000290,-16,C
5000290,-17,C
5000290,-18,C
5000290,-19,C
5000290,-20,C
5000290,-21,C
5000290,-22,C
5000291,0,2
5000291,-1,X
5000291,-2,C
5000291,-3,0
5000291,-4,C
5000291,-5,C
5000291,-6,0
5000291,-7,X
5000291,-8,C
5000291,-9,C
5000291,-10,X
5000291,-11,X
5000291,-12,C
5000291,-13,C
5000291,-14,C
5000291,-15,X
5000292,0,X
5000292,-1,C
5000292,-2,C
5000292,-3,C
5000292,-4,C
5000292,-5,0
5000292,-6,0
5000292,-7,C
5000292,-8,C
5000292,-9,C
5000292,-10,X
5000292,-11,C
5000292,-12,0
5000292,-13,C
5000292,-14,0
5000292,-15,C
5000292,-16,X
5000292,-17,C
5000292,-18,C
5000292,-19,C
5000292,-20,0
5000292,-21,0
5000292,-22,C
5000292,-23,C
5000292,-24,X
5000292,-25,C
5000292,-26,C
5000292,-27,C
5000292,-28,0
5000292,-29,X
5000292,-30,C
5000292,-31,0
5000292,-32,C
5000292,-33,0
5000292,-34,0
5000292,-35,2
5000292,-36,C
5000292,-37,0
5000292,-38,C
5000292,-39,2
5000292,-40,C
5000292,-41,X
5000292,-42,2
5000292,-43,C
5000292,-44,X
5000292,-45,2
5000292,-46,0
5000292,-47,C
5000292,-48,C
5000292,-49,C
5000293,0,0
5000293,-1,C
5000293,-2,0
5000293,-3,X
5000293,-4,0
5000293,-5,C
5000293,-6,C
5000293,-7,0
5000293,-8,0
5000293,-9,C
5000293,-10,0
5000293,-11,C
5000293,-12,2
5000293,-13,0
5000293,-14,C
5000293,-15,C
5000293,-16,4
5000293,-17,X
5000293,-18,1
5000293,-19,C
5000293,-20,0
5000293,-21,C
5000293,-22,X
5000293,-23,2
5000293,-24,0
5000293,-25,C
5000293,-26,0
5000293,-27,C
5000293,-28,0
5000293,-29,C
5000293,-30,C
5000293,-31,C
5000294,0,X
5000294,-1,C
5000294,-2,C
5000294,-3,C
5000294,-4,C
5000294,-5,C
5000294,-6,C
5000294,-7,X
5000294,-8,0
5000294,-9,X
5000294,-10,0
5000294,-11,X
5000295,0,X
5000295,-1,0
5000295,-2,0
5000295,-3,C
5000295,-4,C
5000295,-5,X
5000295,-6,C
5000295,-7,0
5000295,-8,0
5000295,-9,X
5000295,-10,0
5000295,-11,0
5000295,-12,0
5000295,-13,X
5000295,-14,C
5000295,-15,C
5000295,-16,C
5000295,-17,0
5000295,-18,C
5000295,-19,C
5000295,-20,C
5000295,-21,C
5000295,-22,1
5000295,-23,0
5000295,-24,C
5000295,-25,0
5000295,-26,C
5000295,-27,0
5000295,-28,0
5000295,-29,C
5000295,-30,0
5000295,-31,0
5000295,-32,C
5000295,-33,C
5000295,-34,C
5000295,-35,X
5000295,-36,X
5000295,-37,1
5000295,-38,X
5000295,-39,C
5000295,-40,C
5000295,-41,0
5000295,-42,C
5000295,-43,0
5000295,-44,C
5000295,-45,C
5000295,-46,X
5000295,-47,0
5000295,-48,C
5000295,-49,C
5000295,-50,1
5000295,-51,C
5000295,-52,X
5000295,-53,C
5000295,-54,C
5000296,0,0
5000296,-1,C
5000296,-2,C
5000296,-3,0
5000296,-4,C
5000296,-5,0
5000296,-6,C
5000296,-7,C
5000296,-8,C
5000296,-9,C
5000296,-10,C
5000296,-11,X
5000296,-12,X
5000296,-13,C
5000296,-14,C
5000296,-15,C
5000296,-16,C
5000296,-17,C
5000296,-18,C
5000296,-19,C
5000296,-20,X
5000296,-21,C
5000296,-22,0
5000296,-23,2
5000296,-24,X
5000296,-25,C
5000296,-26,C
5000296,-27,C
5000296,-28,C
5000296,-29,C
5000296,-30,C
5000296,-31,C
5000296,-32,X
5000296,-33,C
5000296,-34,C
5000296,-35,C
5000296,-36,0
5000296,-37,X
5000296,-38,C
5000296,-39,0
5000296,-40,C
5000296,-41,C
5000296,-42,C
5000296,-43,0
5000296,-44,X
5000296,-45,C
5000296,-46,X
5000297,0,C
5000297,-1,0
5000297,-2,C
5000297,-3,C
5000297,-4,C
5000297,-5,X
5000297,-6,C
5000297,-7,X
5000297,-8,C
5000297,-9,X
5000297,-10,0
5000297,-11,X
5000297,-12,C
5000297,-13,0
5000297,-14,C
5000297,-15,C
5000297,-16,C
5000297,-17,C
5000297,-18,C
5000297,-19,C
5000297,-20,C
5000297,-21,0
5000297,-22,C
5000297,-23,C
5000297,-24,C
5000297,-25,C
5000297,-26,C
5000297,-27,C
5000297,-28,C
5000297,-29,0
5000297,-30,0
5000297,-31,C
5000297,-32,X
5000297,-33,0
5000297,-34,1
5000297,-35,C
5000297,-36,C
5000297,-37,0
5000297,-38,0
5000297,-39,C
5000297,-40,C
5000297,-41,0
5000298,0,C
5000298,-1,C
5000298,-2,X
5000298,-3,1
5000298,-4,X
5000298,-5,1
5000298,-6,C
5000298,-7,C
5000298,-8,C
5000298,-9,C
5000298,-10,C
5000298,-11,0
5000298,-12,X
5000298,-13,C
5000298,-14,C
5000298,-15,X
5000298,-16,0
5000298,-17,C
5000298,-18,C
5000298,-19,C
5000298,-20,C
5000299,0,C
5000299,-1,X
5000299,-2,C
5000299,-3,C
5000299,-4,C
5000299,-5,C
5000299,-6,C
5000299,-7,C
5000299,-8,C
5000299,-9,X
5000299,-10,C
5000299,-11,C
5000299,-12,C
5000299,-13,X
5000299,-14,C
5000299,-15,C
5000299,-16,C
5000299,-17,C
5000299,-18,C
5000299,-19,C
5000299,-20,1
5000299,-21,0
5000299,-22,0
5000300,0,0
5000300,-1,C
5000300,-2,C
5000300,-3,C
5000300,-4,C
5000300,-5,0
5000300,-6,X
5000300,-7,C
5000300,-8,C
5000300,-9,C
5000300,-10,0
5000300,-11,1
5000300,-12,C
5000300,-13,C
5000300,-14,C
5000300,-15,C
5000300,-16,C
5000300,-17,0
5000300,-18,C
5000300,-19,C
5000300,-20,C
5000300,-21,C
5000300,-22,C
5000300,-23,C
5000300,-24,C
5000300,-25,C
5000300,-26,0
5000300,-27,0
5000300,-28,C
5000300,-29,C
5000300,-30,C
5000300,-31,C
5000300,-32,X
5000300,-33,C
5000300,-34,C
5000300,-35,C
5000300,-36,C
5000300,-37,C
5000300,-38,C
5000300,-39,C
5000300,-40,C
5000300,-41,C
5000300,-42,C
5000300,-43,C
5000300,-44,C
5000300,-45,C
5000300,-46,0
5000300,-47,X
5000300,-48,1
5000300,-49,1
5000300,-50,C
5000300,-51,C
5000300,-52,0
5000300,-53,C
5000301,0,0
5000301,-1,X
5000301,-2,C
5000301,-3,0
5000301,-4,C
5000301,-5,0
5000301,-6,C
5000301,-7,0
5000301,-8,C
5000301,-9,C
5000301,-10,C
5000301,-11,C
5000301,-12,0
5000301,-13,C
5000301,-14,X
5000301,-15,0
5000301,-16,C
5000301,-17,C
5000301,-18,0
5000301,-19,C
5000301,-20,C
5000301,-21,X
5000301,-22,1
5000301,-23,X
5000301,-24,X
5000301,-25,X
5000301,-26,X
5000301,-27,C
5000301,-28,0
5000301,-29,C
5000302,0,C
5000302,-1,C
5000302,-2,0
5000302,-3,C
5000302,-4,C
5000302,-5,0
5000302,-6,0
5000302,-7,C
5000302,-8,C
5000302,-9,C
5000302,-10,C
5000302,-11,1
5000302,-12,C
5000302,-13,X
5000302,-14,0
5000302,-15,0
5000302,-16,C
5000302,-17,C
5000302,-18,0
5000302,-19,C
5000302,-20,C
5000302,-21,C
5000302,-22,C
5000302,-23,X
5000302,-24,C
5000302,-25,3
5000302,-26,0
5000302,-27,C
5000302,-28,0
5000302,-29,0
5000302,-30,C
5000302,-31,C
5000302,-32,0
5000302,-33,C
5000302,-34,C
5000302,-35,C
5000302,-36,1
5000302,-37,X
5000302,-38,0
5000302,-39,C
5000302,-40,C
5000302,-41,0
5000302,-42,C
5000302,-43,0
5000302,-44,X
5000302,-45,C
5000302,-46,C
5000302,-47,0
5000302,-48,0
5000302,-49,0
5000303,0,0
5000303,-1,C
5000303,-2,C
5000303,-3,0
5000303,-4,0
5000303,-5,0
5000303,-6,X
5000303,-7,C
5000303,-8,X
5000303,-9,C
5000303,-10,0
5000303,-11,C
5000303,-12,C
5000303,-13,X
5000303,-14,C
5000303,-15,C
5000303,-16,C
5000303,-17,C
5000303,-18,0
5000303,-19,C
5000303,-20,C
5000303,-21,C
5000303,-22,C
5000303,-23,C
5000303,-24,C
5000303,-25,0
5000303,-26,0
5000303,-27,C
5000303,-28,X
5000303,-29,0
5000303,-30,C
5000303,-31,0
5000303,-32,C
5000303,-33,0
5000303,-34,C
5000303,-35,0
5000303,-36,C
5000303,-37,C
5000303,-38,C
5000303,-39,C
5000303,-40,0
5000303,-41,0
5000304,0,0
5000304,-1,C
5000304,-2,C
5000304,-3,0
5000304,-4,X
5000304,-5,0
5000304,-6,C
5000304,-7,X
5000304,-8,0
5000304,-9,C
5000304,-10,C
5000304,-11,C
5000304,-12,X
5000304,-13,C
5000304,-14,C
5000304,-15,C
5000304,-16,X
5000304,-17,C
5000304,-18,C
5000304,-19,C
5000304,-20,C
5000304,-21,0
5000304,-22,0
5000304,-23,0
5000304,-24,C
5000304,-25,X
5000304,-26,C
5000304,-27,C
5000304,-28,C
5000304,-29,5
5000304,-30,1
5000304,-31,C
5000304,-32,0
5000304,-33,C
5000304,-34,X
5000304,-35,0
5000304,-36,X
5000304,-37,C
5000304,-38,C
5000304,-39,0
5000304,-40,0
5000304,-41,C
5000304,-42,X
5000304,-43,C
5000304,-44,C
5000304,-45,C
5000304,-46,C
5000304,-47,0
5000304,-48,0
5000304,-49,X
5000304,-50,0
5000304,-51,C
5000304,-52,C
